_id,author,title,description,url,urlToImage,publishedAt,content,entreprise,id_source,name_source
673a294b1967847a73005ea7,Tom Warren,AMD’s best gaming CPU is really difficult to buy during its launch week,"AMD’s Ryzen 7 9800X3D CPU went on sale this week, but it’s sold out at many retailers in the US. It seems like AMD doesn’t have enough stock for its launch period.",https://www.theverge.com/2024/11/8/24291165/amd-ryzen-7-9800x3d-stock-sold-out,https://cdn.vox-cdn.com/thumbor/CXsCEMlrrMhCC0TDyz1RN1clazE=/0x0:2718x1800/1200x628/filters:focal(1359x900:1360x901)/cdn.vox-cdn.com/uploads/chorus_asset/file/25716665/247357_AMD_Ryzen_7_9800X3D_TWarren_0001.jpg,2024-11-08,"AMDs best gaming CPU is really difficult to buy during its launch week
AMDs best gaming CPU is really difficult to buy during its launch week
 / AMDs Ryzen 7 9800X3D is sold out in multiple countri… [+1926 chars]",Microsoft,the-verge,The Verge
673a294b1967847a73005ea8,Luis Miranda,Microsoft ralentizó el Panel de Control de Windows a propósito,"El Panel de Control ha sido uno de los componentes esenciales de Windows durante décadas. La herramienta, que permite configurar el sistema y gestionar el hardware y software, perdió relevancia tras la llegada de Windows 10 y está en proceso de volverse obsol…",http://hipertextual.com/2024/11/microsoft-ralentizo-el-panel-de-control-de-windows-a-proposito,https://i0.wp.com/imgs.hipertextual.com/wp-content/uploads/2024/08/panel-control-windows-portada.jpg?fit=1920%2C1201&quality=70&strip=all&ssl=1,2024-11-06,"El Panel de Control ha sido uno de los componentes esenciales de Windows durante décadas. La herramienta, que permite configurar el sistema y gestionar el hardware y software, perdió relevancia tras … [+2461 chars]",Microsoft,,Hipertextual
673a294b1967847a73005ea9,"Grace Eliza Goodwin,Geoff Weiss,Dominick Reuter","What's next for tech giants like Google, Apple, and Microsoft now that Trump has won","Trump is likely to strip away AI regulations, but also target the key H1-B visas the tech industry relies on, experts said.",https://www.businessinsider.com/donald-trump-presidency-affect-big-tech-2024-11,https://i.insider.com/6724e0c69b3250dbbceba197?width=1200&format=jpeg,2024-11-06,"Donald Trump at a Philadelphia campaign rally.Anna Moneymaker/Getty Images
<ul><li>The tech sector is bracing itself for change under a second Trump presidency.</li><li>AI regulation is likely to ch… [+10591 chars]",Microsoft,business-insider,Business Insider
673a294b1967847a73005eaa,Gabriel Erard,¿Adiós Copilot? Microsoft podría copiar la receta de Apple para cambiarle de nombre a su IA,"Copilot es la máxima expresión del empuje que Microsoft le está dando a las funciones de inteligencia artificial de sus productos de software y hardware, como también de sus servicios. Pero esto podría cambiar en un futuro no muy lejano, pues se han hallado s…",http://hipertextual.com/2024/11/microsoft-copilot-podria-cambiar-nombre-windows-intelligence,https://imgs.hipertextual.com/wp-content/uploads/2024/03/copilot-scaled.jpg,2024-11-04,"Copilot es la máxima expresión del empuje que Microsoft le está dando a las funciones de inteligencia artificial de sus productos de software y hardware, como también de sus servicios. Pero esto podr… [+1968 chars]",Microsoft,,Hipertextual
673a294b1967847a73005eab,"Lauren Goode, Paresh Dave, Will Knight",What Donald Trump's Win Will Mean for Big Tech,Donald Trump's approach to Big Tech has oscillated between calls for stricter regulations for some players and a hands-off approach for others. Here's how he might steer tech policy in a second term.,https://www.wired.com/story/trump-tech-policy/,"https://media.wired.com/photos/672bcd1062c380013856bb0f/191:100/w_1280,c_limit/Business_bigtech_GettyImages-697900116.jpg",2024-11-07,"The most raucous cheers of the night were prompted by Trumps promise to fire Gary Gensler, chairman of the Securities and Exchange Commission, a regulatory agency that has brought a volley of lawsuit… [+2787 chars]",Microsoft,wired,Wired
673a294b1967847a73005eac,Michael Nuñez,"Microsoft brings AI to the farm and factory floor, partnering with industry giants","Microsoft collaborates with Siemens, Bayer, and Rockwell Automation to launch industry-specific AI models designed to boost efficiency in manufacturing, agriculture, and finance through tailored AI solutions available via Azure AI.",https://venturebeat.com/ai/microsoft-brings-ai-to-the-farm-and-factory-floor-partnering-with-industry-giants/,https://venturebeat.com/wp-content/uploads/2024/11/nuneybits_Vast_wheat_fields_during_harvest_season_with_modern_c_3553ab11-87b7-4d61-9f39-50f91bc545b1.webp?w=1024?w=1200&strip=all,2024-11-13,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
Microsoft has launched a new suite of specialized AI models designed to… [+8496 chars]",Microsoft,,VentureBeat
673a294b1967847a73005ead,msmash,"AI's Huge Power Needs Give Oil Majors Incentive To Invest in Renewables, Says Adnoc Boss","Surging AI demand could push major oil companies to reinvest in renewable energy [non-paywalled link], Abu Dhabi National Oil Company CEO Sultan al-Jaber said this week. Al-Jaber's comments came as oil executives from Shell, BP and TotalEnergies met with Micr…",https://tech.slashdot.org/story/24/11/06/1352230/ais-huge-power-needs-give-oil-majors-incentive-to-invest-in-renewables-says-adnoc-boss,https://a.fsdn.com/sd/topics/ai_64.png,2024-11-06,"Surging AI demand could push major oil companies to reinvest in renewable energy[non-paywalled link], Abu Dhabi National Oil Company CEO Sultan al-Jaber said this week. Al-Jaber's comments came as oi… [+761 chars]",Microsoft,,Slashdot.org
673a294b1967847a73005eae,Sean Michael Kerner,Microsoft-backed startup debuts task optimized enterprise AI models that run on CPUs,Fastino emerges from stealth with $7 million in pre-seed funding to advance task optimized enterprise AI models that don’t require a GPU to run.,https://venturebeat.com/ai/microsoft-backed-startup-debuts-task-optimized-enterprise-ai-models-that-run-on-cpus/,https://venturebeat.com/wp-content/uploads/2024/11/task-optimized-ai-smk.jpg?w=1024?w=1200&strip=all,2024-11-12,"Join our daily and weekly newsletters for the latest updates and exclusive content on industry-leading AI coverage. Learn More
A new enterprise AI focussed startup is emerging from stealth today wit… [+4633 chars]",Microsoft,,VentureBeat
673a294b1967847a73005eaf,Zachary McAuliffe,"Xbox Game Pass: You Can Play Metal Slug, Goat Simulator and More Soon",Subscribers can play these games and more soon.,https://www.cnet.com/tech/gaming/xbox-game-pass-gets-seven-more-games-soon-removes-seven-others/,https://www.cnet.com/a/img/resize/6d625685877a9d83a44e4df2b145ac15253e6f5f/hub/2024/05/29/c9c191e4-2e5a-46d4-9b19-addd6f9e04e8/xbox-game-pass-ultimate-3.jpg?auto=webp&fit=crop&height=675&width=1200,2024-11-04,"In October, Microsoft added Call of Duty: Black Ops 6 to Game Pass the same day it was released, and that entry in the series had the biggest opening weekend of any Call of Duty game. Now, Microsoft … [+4018 chars]",Microsoft,,CNET
673a294b1967847a73005eb0,Luis Miranda,Windows 11 se actualiza con un nuevo inicio de sesión más seguro,"Microsoft ha lanzado una actualización para Windows 11 que rediseña una de sus características de seguridad más importantes. La beta más reciente del programa Insider, facilita el proceso de autenticación con las Passkeys en Windows Hello. El gigante tecnológ…",http://hipertextual.com/2024/11/windows-11-se-actualiza-nuevo-inicio-sesion,https://i0.wp.com/imgs.hipertextual.com/wp-content/uploads/2024/04/windows-11-laptop.jpg?fit=1920%2C1080&quality=70&strip=all&ssl=1,2024-11-01,"Microsoft ha lanzado una actualización para Windows 11 que rediseña una de sus características de seguridad más importantes. La beta más reciente del programa Insider, facilita el proceso de autentic… [+2326 chars]",Microsoft,,Hipertextual
673a294b1967847a73005eb1,Gizmodo Deals,"Forget Apple’s iPad, Amazon’s Real Competitor is 43% Off For Early Black Friday","At $159, it's a worry-free buy.",https://gizmodo.com/forget-apples-ipad-amazons-real-competitor-is-43-off-for-early-black-friday-2000519814,https://gizmodo.com/app/uploads/2024/10/amazon-fire-max-11-tablet.jpg,2024-11-02,"This Saturday, Amazon has unleashed a great deal on its Fire Max 11 Tablet and offers it at a remarkable $159 down from its original price of $279. This 43% discount mirrors the exceptional offer fro… [+1930 chars]",Microsoft,,Gizmodo.com
673a294b1967847a73005eb2,Dua Rashid,Google Confirms Jarvis AI Is Real by Accidentally Leaking It,Google accidentally leaked its AI agent on the Chrome extension store but quickly removed it. However some users did manage to download it.,https://gizmodo.com/google-confirms-jarvis-ai-is-real-by-accidentally-leaking-it-2000521089,https://gizmodo.com/app/uploads/2024/11/google-logo.jpg,2024-11-06,"Google accidentally posted a preview of its upcoming AI tool, Jarvis AI, on the Chrome extension store but quickly deleted it (via The Information).
This comes just a few weeks after the initial new… [+2101 chars]",Microsoft,,Gizmodo.com
673a294b1967847a73005eb3,,[Removed],[Removed],https://removed.com,,2024-11-07,[Removed],Microsoft,,[Removed]
673a294b1967847a73005eb4,Luis Miranda,Windows matará su aplicación más útil este mismo año,"Microsoft matará una de las aplicaciones más útiles de Windows. El gigante tecnológico reveló que Mail (Correo) dejará de operar este mismo año, por lo que los usuarios deberán migrar a Outlook. Si bien la compañía montó una campaña para informar a sus usuari…",http://hipertextual.com/2024/11/windows-matara-su-aplicacion-mas-util-este-ano,https://i0.wp.com/imgs.hipertextual.com/wp-content/uploads/2024/11/windows-mail-11.jpg?fit=1920%2C1080&quality=70&strip=all&ssl=1,2024-11-12,"Microsoft matará una de las aplicaciones más útiles de Windows. El gigante tecnológico reveló que Mail (Correo) dejará de operar este mismo año, por lo que los usuarios deberán migrar a Outlook. Si b… [+2246 chars]",Microsoft,,Hipertextual
673a294b1967847a73005eb5,Ethan Gach,Xbox Is Working On A Gaming Handheld But It's Still A Few Years Out,"Rumors have been flying all year that Xbox is working on a PC gaming handheld. On Wednesday, Microsoft Gaming CEO Phil Spencer confirmed that plans are underway, though it sounds like an actual portable device is still a few years out.Read more...",https://kotaku.com/microsoft-xbox-pc-gaming-handheld-steam-deck-game-pass-1851697278,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/f9f05f6b5187ccc8196367f122406c95.jpg",2024-11-13,"Rumors have been flying all year that Xbox is working on a PC gaming handheld. On Wednesday, Microsoft Gaming CEO Phil Spencer confirmed that plans are underway, though it sounds like an actual porta… [+2470 chars]",Microsoft,,Kotaku
673a294b1967847a73005eb6,,"Insiders At Microsoft Sold US$103m In Stock, Alluding To Potential Weakness",,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a383cecd-5ae7-4aed-973d-29ece68e4c9e,,2024-11-04,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Microsoft,,Yahoo Entertainment
673a294b1967847a73005eb7,,Microsoft to Invest $10 Billion in CoreWeave for AI Cloud Infrastructure,,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0648295e-9fa0-44d6-af9a-d09b9ed5f877,,2024-11-04,"If you click 'Accept all', we and our partners, including 237 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+678 chars]",Microsoft,,Yahoo Entertainment
673a294b1967847a73005eb8,Stefan Krempl,Informatiker: Deutschland tappt in der Microsoft-Cloud in die Datenfalle,"Immer mehr Behörden wollen in die Microsoft-Cloud, schlägt die Gesellschaft für Informatik Alarm. Deutschland drohe ""im goldenen Microsoft-Käfig"" zu landen.",https://www.heise.de/news/Informatiker-Deutschland-tappt-in-der-Microsoft-Cloud-in-die-Datenfalle-10002062.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/0/0/1/2/9/shutterstock_370707185-235358acdf48afcb.jpg,2024-11-01,"Mit der Vorliebe mancher Länder und der Bundesregierung für Cloud-Dienste von Microsoft ""wandern auch zunehmend sensible Bürgerdaten in die Obhut des Tech-Konzerns"", warnen der Präsidiumsarbeitskreis… [+2988 chars]",Microsoft,,heise online
673a294b1967847a73005eb9,Luis Miranda,Windows cambiará sus actualizaciones para evitar fallos catastróficos,"¿Alguna vez instalaste una actualización de Windows que rompió el sistema operativo? Si bien las actualizaciones son importantes a la hora de parchear vulnerabilidades, algunas incluyen fallos que afectan a uno o varios componentes del sistema. El gigante tec…",http://hipertextual.com/2024/11/windows-cambiara-actualizaciones-fallos-catastroficos,https://i0.wp.com/imgs.hipertextual.com/wp-content/uploads/2024/02/actualizaciones_windows.jpg?fit=2000%2C1125&quality=70&strip=all&ssl=1,2024-11-11,"¿Alguna vez instalaste una actualización de Windows que rompió el sistema operativo? Si bien las actualizaciones son importantes a la hora de parchear vulnerabilidades, algunas incluyen fallos que af… [+2411 chars]",Microsoft,,Hipertextual
673a294b1967847a73005eba,Matt Elliott,"Lenovo ThinkBook 14 2-in-1 Gen 4 Review: Affordable, Upgradeable Business Convertible","I wish you could upgrade the display, but this low-cost two-in-one business laptop lets you add more RAM and a second SSD after purchase to extend your investment.",https://www.cnet.com/tech/computing/lenovo-thinkbook-14-2-in-1-gen-4-review-affordable-upgradeable-business-convertible/,"https://www.cnet.com/a/img/resize/ecf0754212875cb6a95601e4b26185449bfc896e/hub/2024/10/31/548b38e2-0c52-4839-ab45-6aedd2d7634a/lenovo-thinkbook-14-2-in-1-gen-4.jpg?auto=webp&fit=crop&height=675&precrop=3856,2901,x478,y0&width=1200",2024-11-03,"If you read my review earlier this year of Lenovo's flagship ThinkPad X1 Carbon Gen 12 and agreed with my conclusion that it's too expensive unless your organization is making volume purchases, then … [+12477 chars]",Microsoft,,CNET
673a294b1967847a73005ebb,Nico Ernst,Microsoft verschiebt Recall nochmals auf Dezember,"Der Oktober ist verstrichen, Microsofts lokale KI-Durchsuchung für PCs noch nicht verfügbar – weil sie ganz still verschoben wurde.",https://www.heise.de/news/Microsoft-verschiebt-Recall-nochmals-auf-Dezember-10002310.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/0/0/2/5/4/Recall-Demo-Vign-825870cceb63834d.png,2024-11-02,"Noch im Oktober 2024 wollte Microsoft seine bereits mehrfach verschobene KI-Suchfunktion ""Recall"" für Copilot+-PCs als Update für Windows 11 anbieten. Doch das ist nicht geschehen, ohne dass sich das… [+1868 chars]",Microsoft,,heise online
673a294b1967847a73005ebc,Mark Mantel,Microsoft probiert sich an Rechenzentren aus Holz,"Microsoft baut zwei untypische Rechenzentren. Ein großer Teil besteht aus Brettsperrholz, um den CO₂-Abdruck zu verringern.",https://www.heise.de/news/Microsoft-probiert-sich-an-Rechenzentren-aus-Holz-10003736.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/0/1/0/0/1/Microsoft_Holz-6528bf8f5e6eb62b.jpg,2024-11-04,"Durch den Boom rund um Künstliche Intelligenz bauen Hyperscaler viele neue Rechenzentren mit Dutzenden bis Hunderttausenden Rechenbeschleunigern. Um beim Bau die Umwelt zu entlasten, testet Microsoft… [+1445 chars]",Microsoft,,heise online
673a294b1967847a73005ebd,Moritz Förster,Microsoft System Center 2025 ist da,Passend zum neuen Windows Server 2025 hat Microsoft sein System Center 2025 freigegeben. Neben vielen Security-Updates gibt es Cloud-Management für on Premises.,https://www.heise.de/news/Microsoft-System-Center-2025-ist-da-10008068.html,https://heise.cloudimg.io/bound/1200x1200/q85.png-lossy-85.webp-lossy-85.foil1/_www-heise-de_/imgs/18/4/7/0/3/4/0/5/2024-09-27-Bing_Image_Creator-Windows_Update_1-fa16114b67507dcc.jpg,2024-11-07,System Center 2025 ist allgemein verfügbar: Microsoft hat seine Administrationssoftware gleichzeitig mit dem neuen Windows Server 2025 veröffentlicht. Die Updates teilen sich hauptsächlich in die dre… [+2586 chars],Microsoft,,heise online
673a294b1967847a73005ebe,Zach Gray-Traverso,Microsoft OneDrive: Everything you need to know,Microsoft's cloud storage platform has some big advantages over Google Drive,https://www.androidpolice.com/microsoft-onedrive-guide/,https://static1.anpoimages.com/wordpress/wp-content/uploads/wm/2024/11/onedrive-hero-new-logo.jpg,2024-11-10,"Cloud storage is a necessity since we all have numerous photos, documents, and files we need to store. While it might be easiest for Android tablet and phone users to use Google One or Google Drive, … [+6438 chars]",Microsoft,,Android Police
673a294b1967847a73005ebf,"Alistair Barr,Kwan Wei Kevin Tan,Matthew Loh,Beatrice Nolan",The cloud rises and AI pays off — 3 takeaways from tech's big earnings week,"It's been a big week. Here's what Big Tech earnings told us about cloud, AI, and chips.",https://www.businessinsider.com/tech-earnings-takeaway-q3-ai-cloud-chips-amazon-meta-apple-2024-11,https://i.insider.com/6724bb3aa0a0cc14f2256ee1?width=1200&format=jpeg,2024-11-01,"It's been a big week in Big Tech earnings, and three major themes in the markets have emerged.Business Insider
<ul><li>Tech giants Meta, Alphabet, Amazon, and Apple all reported earnings this week.<… [+6675 chars]",Microsoft,business-insider,Business Insider
673a294b1967847a73005ec0,"lvaranasi@insider.com (Lakshmi Varanasi,Katie Balevic)",The FTC is readying an investigation into Microsoft's cloud-computing business: report,"The Federal Trade Commission, led by Lina Khan, had previously sought public feedback on Microsoft's cloud computing business.",https://www.businessinsider.com/ftc-preparing-to-investigate-microsoft-report-lina-khan-2024-11,https://i.insider.com/673647a4192f5258985899f7?width=1200&format=jpeg,2024-11-14,"The Federal Trade Commission is reportedly gearing up to launch an investigation into Microsoft's cloud computing platform, Azure, based on allegations that the company is using anti-competitive tact… [+2696 chars]",Microsoft,business-insider,Business Insider
673a294b1967847a73005ec1,Dua Rashid,"AI Has Come for Sweet, Innocent Notepad",Notepad is getting an AI features that Microsoft claims will help you improve your writing.,https://gizmodo.com/ai-has-come-for-sweet-innocent-notepad-2000521564,https://gizmodo.com/app/uploads/2024/11/microsoft-notepad.jpg,2024-11-07,"We’re truly living in the age of the AI-fication of everything. A software I last expected to receive AI capabilities, NotePad, just proved me wrong. This one is harder to stomach. Why couldn’t we le… [+2532 chars]",Microsoft,,Gizmodo.com
673a294b1967847a73005ec2,Gizmodo Deals,"If You Own an Xbox Series, Amazon Has Cut the Seagate 2TB Expansion Drive to a Record Low of $199 (44% Off)",It's one of the top offers for gamers on the Microsoft console.,https://gizmodo.com/if-you-own-an-xbox-series-amazon-has-cut-the-seagate-2tb-expansion-drive-to-a-record-low-of-199-44-off-2000524025,https://gizmodo.com/app/uploads/2024/10/Seagate-Storage-Expansion-Card.jpg,2024-11-13,"Known for their reliable storage solutions, Seagate is offering huge early Black Friday discounts on their external drives and expansion cards which makes it an ideal time to enhance your gaming setu… [+1481 chars]",Microsoft,,Gizmodo.com
673a294c1967847a73005ec3,,[Removed],[Removed],https://removed.com,,2024-11-08,[Removed],Meta,,[Removed]
673a294c1967847a73005ec4,,[Removed],[Removed],https://removed.com,,2024-11-13,[Removed],Meta,,[Removed]
673a294c1967847a73005ec5,Emma Roth,Threads might get ads early next year,"Meta is planning to roll out ads on Threads early in 2025, according to a report from The Information.",https://www.theverge.com/2024/11/13/24295735/threads-ads-rumor-2025,https://cdn.vox-cdn.com/thumbor/ShVt6a8OjlOdcAa_ibl15flPkT0=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/24774107/STK156_Instagram_threads_4.jpg,2024-11-13,"Threads might get ads early next year
Threads might get ads early next year
 / A small number of advertisers could get access create and publish ads on Meta's X competitor in January 2025, accordin… [+2001 chars]",Meta,the-verge,The Verge
673a294c1967847a73005ec6,,[Removed],[Removed],https://removed.com,,2024-11-05,[Removed],Meta,,[Removed]
673a294c1967847a73005ec7,,Meta fined €798m over 'unfair' Facebook Marketplace,"The European Union says the tech giant crowded out rivals, breaching competition law.",https://www.bbc.com/news/articles/cx2ypyr4742o,https://ichef.bbci.co.uk/news/1024/branded_news/3604/live/6bc43280-a29d-11ef-8ab9-9192db313061.jpg,2024-11-14,"Meta has been fined 798m (£664m) for breaking competition law by embedding Facebook Marketplace within its social network.
The European Commission said this meant alternative classified ads services… [+1794 chars]",Meta,,BBC News
673a294c1967847a73005ec8,Jay Peters,The YouTube app on Quest will let you co-watch videos with friends in VR,"The YouTube app on Meta Quest now lets you co-watch videos with up to seven other people. You can only watch 2D content, but it could be a good way to hang out in VR.",https://www.theverge.com/2024/11/13/24295635/youtube-meta-quest-app-co-watch-vr,https://cdn.vox-cdn.com/thumbor/xrZCBN2oQzp1V6JBxwAcVfVLBTY=/0x0:1920x1080/1200x628/filters:focal(960x540:961x541)/cdn.vox-cdn.com/uploads/chorus_asset/file/25731429/videoframe_13534__1_.png,2024-11-13,"Image: Meta

 

 The YouTube app on Meta Quest is getting a nice upgrade: instead of only being a way to watch videos by yourself, the app will now let you co-watch videos with up to seven other peo… [+836 chars]",Meta,the-verge,The Verge
673a294c1967847a73005ec9,Todd Feathers,Meta Will Get Its Unwanted Day in Antitrust Court,A federal judge ruled on Wednesday that an FTC complaint alleging that Facebook's acquisitions of Instagram and WhatsApp were anticompetitive should proceed to a jury trial.,https://gizmodo.com/meta-will-get-its-unwanted-day-in-antitrust-court-2000524089,https://gizmodo.com/app/uploads/2024/11/meta-antitrust-acquisitions.jpg,2024-11-13,Meta will become the latest major tech company to face a full antitrust trial after a federal judge on Wednesday denied the company’s motion to dismiss a complaint brought by the Federal Trade Commis… [+2456 chars],Meta,,Gizmodo.com
673a294c1967847a73005eca,Vittoria Elliott,Elon Musk’s Twitter Takeover Set Off a Race to the Bottom,Social media companies that once at least tried to promote a healthy information ecosystem have largely given up—and insiders say Musk’s example gave them cover.,https://www.wired.com/story/elon-musk-trust-safety-industry/,"https://media.wired.com/photos/66e46e760d6e9bc5efe28931/191:100/w_1280,c_limit/Elon-Trust-Safety-Politics-2170923522.jpg",2024-11-05,"But for years, public pressure from government officials, civil society, and the media pushed tech companies to invest in teams and tools that could at least somewhat address issues of hate speech or… [+2262 chars]",Meta,wired,Wired
673a294c1967847a73005ecb,Dua Rashid,Samsung Teases Its Own Headset to Rival the Apple Vision Pro in 2025,"The headset will likely be priced between $1,000 and $1,500 competing with both the Apple Vision Pro and the Meta Quest 3.",https://gizmodo.com/samsung-teases-its-own-headset-to-rival-the-apple-vision-pro-in-2025-2000519410,https://gizmodo.com/app/uploads/2024/11/apple-vision-pro.jpg,2024-11-01,"Samsung has been toying with the idea of releasing its own XR (extended reality) headset for around a year. In a recently released earnings call, it said it aims to “improve connectivity among produc… [+2333 chars]",Meta,,Gizmodo.com
673a294c1967847a73005ecc,,[Removed],[Removed],https://removed.com,,2024-11-11,[Removed],Meta,,[Removed]
673a294c1967847a73005ecd,,[Removed],[Removed],https://removed.com,,2024-11-06,[Removed],Meta,,[Removed]
673a294c1967847a73005ece,nickodiaz@sbcglobal.net (Nickolas Diaz),WhatsApp 'message drafts' are the missing piece Meta is finally rolling out,"Meta detailed the launch of ""message drafts"" for WhatsApp.",https://www.androidcentral.com/apps-software/meta-whatsapp-message-drafts-rollout,https://cdn.mos.cms.futurecdn.net/Q68itx8GJ2hFAbk7rEBTSc-1200-80.jpg,2024-11-14,"What you need to know
<ul><li>Meta announced that WhatsApp users can expect to see ""Message Drafts"" roll out on mobile devices today (Nov 14).</li><li>This update will save unfinished/unsent texts i… [+2575 chars]",Meta,,Android Central
673a294c1967847a73005ecf,derrek.lee@futurenet.com (Derrek Lee),"Qualcomm reports $10.2B in FY Q4 revenue thanks to strong headset sales, automotive push",Qualcomm also highlights its new Snapdragon 8 Elite chip and new products and features from Meta.,https://www.androidcentral.com/phones/qualcomm-fy-q4-2024-earnings,https://cdn.mos.cms.futurecdn.net/TZk2Z8sFDhzmSjwRii4wCS-1200-80.jpg,2024-11-06,"What you need to know
<ul><li>Qualcomm announced its fiscal year Q4 2024 revenue with $10.2 billion for the quarter.</li><li>Mobile chipset sales increased by 12%, while automotive grew an impressiv… [+1924 chars]",Meta,,Android Central
673a294c1967847a73005ed0,Jessica Fierro,Meta AI vs. ChatGPT: AI Chatbots Compared video,I used Meta AI and ChatGPT as my personal assistants for the day to see exactly how these two AI chatbots compare.,https://www.cnet.com/videos/meta-ai-vs-chatgpt-ai-chatbots-compared/,https://www.cnet.com/a/img/resize/51b323adaea29e5db053df0bc99673c1eefd7cbb/hub/2024/11/09/24ca840d-fc20-4c7c-9664-460a9134edb9/241108-site-meta-ai-vs-chatgpt-3.jpg?auto=webp&fit=crop&height=675&width=1200,2024-11-09,"Ends Oct. 9
 Prime Big Deal Days
CNET's shopping experts are working nonstop to find the deepest discounts before, during and after Amazon's Big Deal Days event.
See Our Top Deals",Meta,,CNET
673a294c1967847a73005ed1,msmash,Meta Fined $840 Million For Breaching EU Antitrust Rules,"The European Union has fined Meta $840 million for unfairly tying its Facebook Marketplace classified ads service to its social network, marking the company's first EU antitrust penalty. 

The European Commission ruled Meta must stop bundling Marketplace with…",https://tech.slashdot.org/story/24/11/14/1350227/meta-fined-840-million-for-breaching-eu-antitrust-rules,https://a.fsdn.com/sd/topics/eu_64.png,2024-11-14,"Lots were saying ""up to 5% of global revenue from the previous year? That's way too high a fine, companies will just not operate in EU"". It clearly isn't, as that doesn't seem to have altered the beh… [+240 chars]",Meta,,Slashdot.org
673a294c1967847a73005ed2,Katie Collins,Meta Hit With $844M Fine Over 'Abusive' Facebook Marketplace Practices,The European Commission says Facebook's parent company is undermining its rivals by embedding its classified ads platform within the social network.,https://www.cnet.com/tech/services-and-software/meta-hit-with-844m-fine-over-abusive-facebook-marketplace-practices/,https://www.cnet.com/a/img/resize/d6a4a4893bbbb8694001fac24ff91508b6a17bca/hub/2024/07/31/bef2076c-3af4-4ebc-b4f3-2bc263e58f1b/facebook-android-apps-uninstall-9662.jpg?auto=webp&fit=crop&height=675&width=1200,2024-11-14,Meta is in hot water in Europe once again. The European Competition Commission issued the Facebook and Instagram parent company with a fine on Thursday to the tune of 798 million euros ($843 million)… [+1855 chars],Meta,,CNET
673a294c1967847a73005ed3,Nicholas Sutrich,Dig VR with a Roto Chair is insane,Simulation games on the Meta Quest 3 just hit an all-time high thanks to Dig VR and the Roto VR Explorer chair.,https://www.androidcentral.com/gaming/virtual-reality/dig-vr-with-roto-chair,https://cdn.mos.cms.futurecdn.net/A9LMyr8da82wqNXqfAZtiK-1200-80.jpg,2024-11-14,"In his weekly column, Android Central Senior Content Producer Nick Sutrich delves into all things VR, from new hardware to new games, upcoming technologies, and so much more.
One of the things I lov… [+9576 chars]",Meta,,Android Central
673a294c1967847a73005ed4,Imad Khan,New Data Shows AI Companies Love 'Premium Publisher' Content,"Large language models powering ChatGPT, Google Gemini and Meta AI train on content from top-end news publishers while companies downplay their reliance.",https://www.cnet.com/tech/services-and-software/new-data-shows-ai-companies-love-premium-publisher-content/,https://www.cnet.com/a/img/resize/0cdd676fe890ebc6620efd0b0cc236619a338a97/hub/2024/11/08/e68066ee-1bd9-4d7e-8a14-9330fe164ddb/ai-stock-photo-getty.jpg?auto=webp&fit=crop&height=675&width=1200,2024-11-09,"OpenAI, Google, Meta and Anthropic all rely deeply on content from premium publishers to train the large language models, or LLMs, at the heart of their AI efforts, even as these companies have regul… [+4217 chars]",Meta,,CNET
673a294c1967847a73005ed5,,[Removed],[Removed],https://removed.com,,2024-11-08,[Removed],Meta,,[Removed]
673a294c1967847a73005ed6,Wes Davis,Bluesky crosses the 15 million user mark,Bluesky crossed the 15 million user mark today as signups surge in the wake up the US presidential election,https://www.theverge.com/2024/11/13/24295484/bluesky-15-million-users-social-media-x-musk,https://cdn.vox-cdn.com/thumbor/nQopgfz8pctT4cExam1iwTffjPs=/0x0:2040x1360/1200x628/filters:focal(1020x680:1021x681)/cdn.vox-cdn.com/uploads/chorus_asset/file/25728926/STK133_BLUESKY__C.jpg,2024-11-13,"Bluesky crosses the 15 million user mark
Bluesky crosses the 15 million user mark
 / The site has grown quickly as people continue to search for X alternatives.
ByWes Davis, a weekend editor who c… [+1362 chars]",Meta,the-verge,The Verge
